Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,approx_sales,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Platform_year
17636,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,Misc,,DS,Square Enix,Square Enix,,,0.02,,0.02,,,0.02,,2008,5
17637,Veggy World,Shooter,E,DS,Jack of All Games,Rhino Studios,,,0.02,,0.02,0.02,,,0,2011,8
17638,Neo Atlas 1469,Simulation,,PSV,ArtDink,ArtDink,,,0.02,,0.02,,,0.02,,2016,6
17640,Balls of Fury,Sports,E10,Wii,DSI Games,Black Lantern Studios,,,0.02,,0.02,0.02,0,,0,2007,2
17641,CV Casting Voice,Misc,,PS3,Namco Bandai Games,Unknown,,,0.02,,0.02,,,0.02,,2014,9
17642,Disney's Meet the Robinsons,Action,E10,DS,Disney Interactive Studios,Altron,,,0.02,,0.02,0.02,0,,0,2007,4
17645,Shooter: Starfighter Sanvein,Shooter,E,PS,A1 Games,Success,,,0.02,,0.02,0.01,0.01,,0,2001,8
17646,PriministAr,Adventure,,PSV,Entergram,Unknown,,,0.02,,0.02,,,0.02,,2016,6
17648,Sakura Wars 1 & 2,Strategy,,PSP,Sega,Sega,,,0.02,,0.02,,,0.02,,2006,3
17650,Undertale,Role-Playing,E10,NS,04-Aug,Toby Fox,9,,0.02,,0.02,,,0.02,,2018,2
17651,Crystar,Role-Playing,RP,PS4,Spike Chunsoft,FuRyu,,,0.02,,0.02,,,0.02,,2019,7
17652,Flipping Death,Platform,,PS4,Rising Star,Zoink Games,,,0.02,,0.02,0.02,,,0,2018,6
17653,Grisaia no Rakuen: Le Eden de la Grisaia,Adventure,,PSV,Prototype,Prototype,,,0.02,,0.02,,,0.02,,2014,4
17654,Tricky Towers,Puzzle,E,PS4,Soedesco,WeirdBeard,,,0.02,,0.02,0.02,,,0,2017,5
17655,Terminator 3: The Redemption,Shooter,T,GC,Atari,Paradigm Entertainment,6.8,,0.02,,0.02,0.02,0,,0,2004,4
17656,This Is the Police 2,Strategy,M,PS4,THQ Nordic,Weappy Studio,,,0.02,,0.02,0.02,,,0,2018,6
17658,Tengen Toppa Gurren-Lagann,Action,,DS,Konami,Konami,,,0.02,,0.02,,,0.02,,2007,4
17659,Pebble Beach Golf Links,Sports,E,SAT,Sega,Tikipod,,,0.02,,0.02,,,0.02,,1995,2
17660,Sugoi Hebereke,Fighting,,SNES,Sunsoft,SunSoft,,,0.02,,0.02,,,0.02,,1994,5
17661,The Liar Princess and the Blind Prince,Platform,,PS4,NIS America,Nippon Ichi Software,,,0.02,,0.02,,,0.02,,2019,7
17662,Dakar 2: The World's Ultimate Rally,Racing,E,XB,Acclaim Entertainment,Acclaim Studios Cheltenham,,,0.02,,0.02,0.02,0,,0,2003,3
17664,Higurashi Daybreak Portable Mega Edition,Adventure,,PSP,Alchemist,Alchemist,,,0.02,,0.02,,,0.02,,2009,6
17666,Shinken de Watashi ni Koi Shinasai! R,Misc,,PS3,Minato Station,Unknown,,,0.02,,0.02,,,0.02,,2012,7
17667,Whiteout,Racing,T,PS2,Konami,Vicarious Visions,,,0.02,,0.02,0.01,0.01,,0,2002,3
17669,Shiratsuyu no Kai,Misc,,PSP,Idea Factory,Unknown,,,0.02,,0.02,,,0.02,,2013,10
17671,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,Simulation,,PSP,fonfun,fonfun Corporation,,,0.02,,0.02,,,0.02,,2008,5
17672,XGRA: Extreme G Racing Association,Racing,T,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,7.4,,0.02,,0.02,0.02,0,,0,2003,3
17673,Cats Together,Simulation,,NS,Bandai Namco Games,Bandai Namco Games,,,0.02,,0.02,,,0.02,,2018,2
17674,Taito Legends 2,Misc,T,PS2,Destineer,Empire Oxford,,,0.02,,0.02,0.01,0.01,,0,2007,8
17675,Tumblestone,Puzzle,E,WiiU,Nighthawk Interactive,The Quantum Astrophysicists Guild,,,0.02,,0.02,0.02,,,0,2016,5
17676,Kill.switch,Shooter,T,GBA,"Destination Software, Inc",Visual Impact,7.5,,0.02,,0.02,0.02,0.01,,0,2004,4
17677,Plastic Memories,Adventure,,PSV,5pb,Unknown,,,0.02,,0.02,,,0.02,,2016,6
17678,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",Adventure,,PSP,Idea Factory,Idea Factory,,,0.02,,0.02,,,0.02,,2010,7
17679,Jinsei Game Wii,Misc,,Wii,Takara Tomy,Takara Tomy,,,0.02,,0.02,,,0.02,,2007,2
17680,Big Buck Hunter Arcade,Shooter,T,XOne,GameMill,GameMill Entertainment,,,0.02,,0.02,0.02,,,0,2017,5
17681,Kaleidoeve,Adventure,,PSV,HuneX,HuneX,,,0.02,,0.02,,,0.02,,2015,5
17682,No Heroes Allowed! VR,Strategy,,PS4,Sony Interactive Entertainment,Acquire,,,0.02,,0.02,,,0.02,,2017,5
17683,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,Misc,,DS,Benesse,Benesse,,,0.02,,0.02,,,0.02,,2008,5
17684,Gekka Ryouran Romance,Adventure,,PSP,Idea Factory,Idea Factory,,,0.02,,0.02,,,0.02,,2011,8
17685,2 in 1 Combo Pack: Sonic Mega Collection Plus / Super Monkey Ball Deluxe,Misc,E,XB,Sega,Sega,,,0.02,,0.02,0.02,0,,0,2005,5
17686,Ore no Yome: Anata Dake no Hanayome,Adventure,,X360,Idea Factory,Lupinus,,,0.02,,0.02,,,0.02,,2010,6
17688,Meiji Toukyou Renka: Full Moon,Action,,PSV,5pb,Unknown,,,0.02,,0.02,,,0.02,,2016,6
17689,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,Misc,,SAT,Sonnet,Sonnet,,,0.02,,0.02,,,0.02,,1996,3
17690,Final Approach 2: 1st Priority,Adventure,,PS2,Princess Soft,Princess Soft,,,0.02,,0.02,,,0.02,,2008,9
17691,Back to the Future:,Adventure,T,X360,Telltale Games,Telltale Games,,,0.02,,0.02,0.02,0,,0,2015,11
17692,SBK: Snowboard Kids,Sports,E,DS,Atlus,"in-glove Co., ltd",,,0.02,,0.02,0.02,0,,0,2005,2
17693,Jewel Master: Cradle Of Rome 2,Puzzle,,DS,Rising Star,Rising Star Games,,,0.02,,0.02,,0.02,,0,2011,8
17694,Moujuutsukai to Oujisama: Snow Bride,Adventure,,PS2,Idea Factory,Idea Factory,,,0.02,,0.02,,,0.02,,2011,12
17695,Detective Jinguuji Saburo: Ronde Revenge,Misc,,3DS,Arc System Works,Unknown,,,0.02,,0.02,,,0.02,,2012,2
17696,Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?,Action,,3DS,Namco Bandai Games,Namco Bandai Games,,,0.02,,0.02,,,0.02,,2016,6
17697,Casper: Spirit Dimensions,Platform,E,GC,TDK Mediactive,Lucky Chicken Games,,,0.02,,0.02,0.02,0,,0,2002,2
17698,Meitantei Evangelion,Adventure,,PS2,Broccoli,Headlock,,,0.02,,0.02,,,0.02,,2007,8
17699,Tsuyo Kiss 2 Portable,Adventure,,PSP,Unknown,NetRevo,,,0.02,,0.02,,,0.02,,2010,7
17700,8 to Glory: The Official Game of the PBR,Sports,E,XOne,THQ Nordic,Three Gates,,,0.02,,0.02,0.02,,,0,2018,6
17701,Butt-Ugly Martians: Zoom or Doom!,Racing,E,PS2,Crave Entertainment,Runecraft,,,0.02,,0.02,0.01,0.01,,0,2003,4
17702,Mar Heaven: Karudea no Akuma,Role-Playing,,DS,Konami,Alpha Unit,,,0.02,,0.02,,,0.02,,2006,3
17703,World Championship Poker featuring Howard Lederer: All In,Misc,T,Wii,Crave Entertainment,Point of View,,,0.02,,0.02,0.02,0,,0,2007,2
17706,Brain Dead 13,Adventure,E,PS,ReadySoft,ReadySoft,,,0.02,,0.02,0.01,0.01,,0,1996,3
17707,Robotics;Notes,Visual Novel,,X360,5pb,5pb. Games,,,0.02,,0.02,,,0.02,,2012,8
17708,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,Misc,,DS,KOEI,Paon Corporation,,,0.02,,0.02,,,0.02,,2007,4
17709,Cats Together,Simulation,,3DS,Bandai Namco Games,Bandai Namco Games,,,0.02,,0.02,,,0.02,,2018,8
17713,T.A.C. Heroes : Big Red One,Strategy,E10,DS,Storm City Games,Storm City Games,,,0.02,,0.02,0.02,,,0,2010,7
17714,Dungeons & Dragons: Shadow over Mystara,Misc,,PS3,Capcom,Unknown,,,0.02,,0.02,,,0.02,,2014,9
17715,Super PickUps,Racing,E,PS2,XS Games,Milestone,,,0.02,,0.02,0.01,0.01,,0,2007,8
17716,The Fast and the Furious,Racing,T,PSP,Namco Bandai,Eutechnyx,,,0.02,,0.02,0.02,0,,0,2007,4
17717,The King of Fighters NeoWave,Fighting,T,XB,SNK Playmore,SNK Playmore Corporation,,,0.02,,0.02,0.02,0,,0,2006,6
17718,Aquanaut's Holiday,Adventure,E,PS,Sony Computer Entertainment,ArtDink,8,,0.02,,0.02,0.01,0.01,,0,1995,2
17719,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,Adventure,,DS,Marvelous Interactive,Marvelous Interactive,,,0.02,,0.02,,,0.02,,2007,4
17721,Hot 'n' Cold,Action,E,DS,Majesco,Majesco,,,0.02,,0.02,0.02,,,0,2009,6
17722,Nisenochigiri,Adventure,,PSP,Idea Factory,Idea Factory,,,0.02,,0.02,,,0.02,,2010,7
17723,Clock Zero: Shuuen no Ichibyou - ExTime,Action,,PSV,Idea Factory,Unknown,,,0.02,,0.02,,,0.02,,2015,5
17724,Wakeboarding Unleashed Featuring Shaun Murray,Sports,E,GBA,Aspyr,Small Rockets,,,0.02,,0.02,0.01,0.01,,0,2003,3
17725,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,Action,,PS2,Takara,Takara,,,0.02,,0.02,,,0.02,,2002,3
17726,Last Escort,Adventure,,PS2,D3 Publisher,Vingt-et-un Systems,,,0.02,,0.02,,,0.02,,2006,7
17727,Meikyuu Cross Blood: Reloaded,Action,,X360,Unknown,Kadokawa Shoten,,,0.02,,0.02,,,0.02,,2011,7
17728,Livly Garden,Simulation,,DS,Marvelous Interactive,Marvelous Interactive,,,0.02,,0.02,,,0.02,,2010,7
17729,Nicktoons Collection: Game Boy Advance Video Volume 3,Misc,,GBA,Majesco,Majesco Games,,,0.02,,0.02,0.01,0.01,,0,2005,5
17730,Root Infinity Rexx,Adventure,,PSV,Idea Factory,Idea Factory,,,0.02,,0.02,,,0.02,,2015,5
17731,Timmy Time,Action,,DS,Avanquest,Avanquest Software,,,0.02,,0.02,,0.02,,0,2011,8
17732,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,Role-Playing,,PSP,Starfish,Starfish SD,,,0.02,,0.02,,,0.02,,2011,8
17733,Kao Challengers,Platform,E,PSP,Atari,Tate Interactive,,,0.02,,0.02,0.02,0,,0,2006,3
17734,Titan Quest,Action,T,PS4,THQ Nordic,Iron Lore Entertainment,,,0.02,,0.02,0.02,,,0,2018,6
17735,Aria: The Natural ~Tooi Yume no Mirage~,Adventure,,PS2,Alchemist,Regista,,,0.02,,0.02,,,0.02,,2006,7
17736,Commando: Steel Disaster,Shooter,E10,DS,XS Games,Mana Comp. Soft.,,,0.02,,0.02,0.02,,,0,2008,5
17739,Gakuen K: Wonderful School Days,Adventure,,PSP,Idea Factory,Idea Factory,,,0.02,,0.02,,,0.02,,2014,11
17740,Fast & Furious: Showdown,Action,,PS3,Activision,Unknown,,,0.02,,0.02,,0.02,,0,2013,8
17741,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Fighting,,Wii,Marvelous Interactive,Marvelous Interactive,,,0.02,,0.02,,,0.02,,2008,3
17742,Gal Gun,Simulation,,PS3,Alchemist,Alchemist,,,0.02,,0.02,,,0.02,,2012,7
17744,Hakuouki: Yuugi Roku DS,Adventure,,DS,Idea Factory,Idea Factory,,,0.02,,0.02,,,0.02,,2011,8
17745,Border Break,Action-Adventure,,PS4,Sega,Sega,,,0.02,,0.02,,,0.02,,2018,6
17746,Shonen Jump's Shaman King: Master of Spirits 2,Role-Playing,E10,GBA,Konami,Konami,,,0.02,,0.02,0.01,0.01,,0,2005,5
17747,Tenkai Knights: Brave Battle,Action,,3DS,Namco Bandai Games,Delta Factory,4.5,,0.02,,0.02,0.01,0.01,0,0,2014,4
17748,Chevrolet Camaro: Wild Ride,Racing,E,DS,Storm City Games,Visual Impact Productions,,,0.02,,0.02,0.02,,,0,2010,7
17749,Toki no Kizuna: Hanayui Tsuzuri,Misc,,PSP,Idea Factory,Unknown,,,0.02,,0.02,,,0.02,,2013,10
17750,Rinne no Lagrange: Kamogawa Days,Misc,,PS3,Namco Bandai Games,Unknown,,,0.02,,0.02,,,0.02,,2012,7
17751,Hunting Simulator,Shooter,T,NS,Bigben Interactive,Maximum Games,,,0.02,,0.02,0.02,,,0,2018,2
17754,Code R,Adventure,,SAT,Quintet,Quintet,,,0.02,,0.02,,,0.02,,1998,5
17755,The Idolmaster: Gravure For You! Vol.8,Misc,,PS3,Namco Bandai Games,Unknown,,,0.02,,0.02,,,0.02,,2012,7
17756,ArmaGallant: Decks of Destiny,Strategy,E10,PS4,Maximum Games,RockNanoGlobal,,,0.02,,0.02,0.02,,,0,2017,5
17757,Kamen Rider: Battride War II,Action,,WiiU,Namco Bandai Games,Eighting,,,0.02,,0.02,,,0.02,,2014,3
17759,Jake Hunter: Detective Chronicles,Adventure,T,DS,Aksys Games,WorkJam,,,0.02,,0.02,0.02,,,0,2008,5
17760,Disney Sports Football,Sports,E,GBA,Konami,Konami,6.2,,0.02,,0.02,0.01,0.01,,0,2002,2
17761,Chicken Hunter,Shooter,E10,DS,Mumbo Jumbo,Phenomedia,3.5,,0.02,,0.02,0.02,,,0,2008,5
17762,Hakuoki: Shinkai - Furi no Shou,Action,,PSV,Idea Factory,Unknown,,,0.02,,0.02,,,0.02,,2015,5
17763,Headhunter: Redemption,Action,M,XB,Sega,Amuze,,,0.02,,0.02,0.02,0,,0,2004,4
17765,Onechanbara Special,Action,,PSP,D3 Publisher,Tamsoft Corporation,,,0.02,,0.02,,,0.02,,2011,8
17766,Daikaijuu Battle: Ultra Coliseum,Fighting,,Wii,Namco Bandai,Bandai Namco Games,,,0.02,,0.02,,,0.02,,2008,3
17768,Saki: Achiga-Hen Portable,Misc,,PSP,Alchemist,Unknown,,,0.02,,0.02,,,0.02,,2013,10
17769,Secrets of the Titanic,Misc,,DS,Avanquest Software,Unknown,,,0.02,,0.02,,0.02,,0,2012,9
17770,Uta no Prince-sama: Amazing Aria & Sweet Serenade Love,Adventure,,PSV,Broccoli,Broccoli,,,0.02,,0.02,,,0.02,,2017,7
17772,Minna de Dokusho: Keatai Shousetsu Desu,Misc,,PSP,Dorart,Dorart,,,0.02,,0.02,,,0.02,,2008,5
17773,Polar Bowler,Sports,,DS,Mumbo Jumbo,Wild Games,,,0.02,,0.02,0.02,,,0,2008,5
17774,Hoppie,Platform,E,DS,Jack of All Games,Jack of All Games,,,0.02,,0.02,0.02,,,0,2011,8
17775,Prehistorik Man,Platform,E,GBA,Titus,Titus Software,,,0.02,,0.02,0.01,0.01,,0,2001,1
17776,Nervous Brickdown,Puzzle,E,DS,Secret Stash Games,Arkedo Studio,,,0.02,,0.02,0,0.01,,0,2007,4
17777,Chicago Enforcer,Shooter,M,XB,Kemco,Touchdown Entertainment,,,0.02,,0.02,0.02,0,,0,2005,5
17778,F1 2002,Racing,E,GBA,"Destination Software, Inc",Magic Pockets,6.5,,0.02,,0.02,0.01,0.01,,0,2003,3
17779,Jinguuji Saburou DS: Akai Chou,Adventure,,DS,Arc System Works,WorkJam,,,0.02,,0.02,,,0.02,,2010,7
17780,Casper's Scare School: Spooky Sports Day,Sports,E,Wii,Crave Entertainment,The Code Monkeys,,,0.02,,0.02,0.02,0,,0,2010,5
17781,Dance Dance Revolution Extra Mix,Simulation,,PS,Konami,KCET,,,0.02,,0.02,,,0.02,0,2001,8
17782,UnchainBlades EXXiV,Misc,,PSP,FuRyu Corporation,Unknown,,,0.02,,0.02,,,0.02,,2012,9
17783,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,Adventure,,DS,Namco Bandai,Bandai Namco Games,,,0.02,,0.02,,,0.02,,2008,5
17788,Kawaii Koinu DS 3,Simulation,,DS,MTO,MTO,,,0.02,,0.02,,,0.02,,2010,7
17789,Rat Attack!,Puzzle,E,N64,Mindscape,Pure Entertainment,,,0.02,,0.02,0.02,,,0,2000,5
17790,Super Bowling,Sports,E,N64,UFO Interactive,Athena,,,0.02,,0.02,0.02,,,0,2001,6
17791,Chuugen no Hasha: Sangoku Shouseiden,Strategy,,PSP,Namco,Namco,,,0.02,,0.02,,,0.02,,2006,3
17792,Dance! It's Your Stage,Misc,,PS3,DTP Entertainment,Sproing Interactive Media GMBH,,,0.02,,0.02,,0.02,,0,2011,6
17793,Kimi o Aogi Otome wa Hime ni,Adventure,,PSV,Entergram,Unknown,,,0.02,,0.02,,,0.02,,2016,6
17795,Gravity Rush Remastered,Action-Adventure,,PS4,Sony Computer Entertainment Europe,Bluepoint Games,,,0.02,,0.02,,0.02,,0,2016,4
17796,Largo Winch .// Commando Sar,Adventure,T,PS,Ubisoft,Rebellion Developments,,,0.02,,0.02,0.01,0.01,,0,2002,9
17797,Winter Sports 2011,Sports,,X360,DTP Entertainment,49Games,,,0.02,,0.02,,0.02,,0,2011,7
17798,Cross Treasures,Role-Playing,,DS,Square Enix,V Jump / Square Enix,,,0.02,,0.02,,,0.02,,2009,6
17799,Joker no Kuni no Alice,Adventure,,PSP,Quinrose,QuinRose,,,0.02,,0.02,,,0.02,,2011,8
17800,Princess Isabella: A Witch's Curse,Adventure,E,Wii,Destineer,Gogii Games,,,0.02,,0.02,0.02,,,0,2010,5
17801,Ruff Trigger: The Vanocore Conspiracy,Platform,E10,PS2,Natsume,Playstos Entertainment,5.9,,0.02,,0.02,0.01,0.01,,0,2006,7
17802,Bakumatsu Rock: Ultra Soul,Misc,,PSV,Marvelous Interactive,Marvelous Interactive,,,0.02,,0.02,,,0.02,,2014,4
17803,Thomas & Friends: Hero of the Rails,Misc,E,Wii,Majesco,Barnstorm Games,,,0.02,,0.02,0,0.02,,0,2010,5
17804,Touhou Genso Wanderer Reloaded,Role-Playing,T,NS,NIS America,AQUA STYLE,,,0.02,,0.02,0.01,,0.01,0,2018,2
17805,Carmageddon: Max Damage,Action,,PS4,Stainless Games,Stainless Games,,,0.02,,0.02,0.02,,,0,2016,4
17806,Cladun Returns: This Is Sengoku!,Action,,PSV,Nippon Ichi Software,Nippon Ichi Software,,,0.02,,0.02,,,0.02,,2017,7
17807,Kamigami no Asobi InFinite,Adventure,,PSV,Broccoli,Unknown,,,0.02,,0.02,,,0.02,,2016,6
17808,PDC World Championship Darts: Pro Tour,Sports,,X360,O-Games,O-Games,,,0.02,,0.02,,0.02,,0,2010,6
17809,Samurai & Dragons,Misc,,PSV,Sega,Unknown,,,0.02,,0.02,,,0.02,,2012,2
17810,Silent Bomber,Action,T,PS,Bandai,CyberConnect2,,,0.02,,0.02,0.01,0.01,,0,2000,7
17811,Elminage Original: Majo to Megami to Kamigami no Yubiwa,Role-Playing,,PSP,Starfish,Starfish SD,,,0.02,,0.02,,,0.02,,2011,8
17812,Runaway: A Twist of Fate,Adventure,T,DS,Unknown,Pendulo Studios,,,0.02,,0.02,,0.02,,0,2011,8
17813,Harukanaru Toki no Naka de 6,Adventure,,PSP,Tecmo Koei,Ruby Party,,,0.02,,0.02,,,0.02,,2015,12
17814,TalkMan,Misc,,PSP,Sony Computer Entertainment,Sony Computer Entertainment,,,0.02,,0.02,,0,0.02,0,2006,3
17815,XGRA: Extreme G Racing Association,Racing,T,XB,Acclaim Entertainment,Acclaim Studios Cheltenham,,,0.02,,0.02,0.02,0,,0,2003,3
17816,Cars 3: Driven to Win,Racing,E10,X360,Warner Bros. Interactive Entertainment,Avalanche Software,,,0.02,,0.02,0.02,,,0,2017,13
17817,Uta no * Prince-Sama,Adventure,,PSP,Broccoli,Broccoli,,,0.02,,0.02,,,0.02,,2010,7
17818,Elminage Gothic: Ulm Zakir to Yami no Gishiki,Misc,,PSP,Starfish,Unknown,,,0.02,,0.02,,,0.02,,2012,9
17819,Kujiragami no Tearstilla,Action,,PSV,Piacci,Unknown,,,0.02,,0.02,,,0.02,,2016,6
17820,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,Misc,,PSP,Sega,Sega,,,0.02,,0.02,,,0.02,,2006,3
17821,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,Action,,3DS,Bandai,Bandai Namco Games,,,0.02,,0.02,,,0.02,,2011,1
17822,Hakuoki: Yuugi Roku - Taishitachi no Daienkai,Adventure,,PSV,Idea Factory,Unknown,,,0.02,,0.02,,,0.02,,2016,6
17823,Mushishi: Amefuru Sato,Simulation,,DS,Marvelous Interactive,Tenky,,,0.02,,0.02,,,0.02,,2008,5
17824,Arcana Famiglia: Vascello Phantasma no Majutsushi,Misc,,PSP,Comfort,Unknown,,,0.02,,0.02,,,0.02,,2012,9
17825,The Legend of Heroes VI: Sora no Kiseki Second Chapter,Misc,,PS3,Falcom Corporation,Unknown,,,0.02,,0.02,,,0.02,,2013,8
17826,Motocross Mania 3,Racing,T,XB,2K Games,Deibus Studios,,,0.02,,0.02,0.01,0,,0,2005,5
17827,ESPN MLS ExtraTime 2002,Sports,E,GC,Konami,Konami Computer Entertainment America,,,0.02,,0.02,0.02,0,,0,2002,2
17828,Winning Post 7: Maximum 2007,Sports,,PS2,KOEI,Koei,,,0.02,,0.02,,,0.02,,2007,8
17830,Psychedelica of the Black Butterfly,Action,,PSV,Aksys Games,Otomate,,,0.02,,0.02,,,0.02,,2018,8
17831,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,Action,,PS2,Russel,Russel,,,0.02,,0.02,,,0.02,,2010,11
17832,Garfield Gets Real,Action,E,DS,Unknown,PAWS,,,0.02,,0.02,,0.02,,0,2009,6
17833,Vitamin R,Misc,,PSP,D3Publisher,Unknown,,,0.02,,0.02,,,0.02,,2013,10
17834,Fist of the North Star: Ken's Rage 2,Action,M,WiiU,Tecmo Koei,Koei,,,0.02,,0.02,,,0.02,,2013,2
17835,Armello,Strategy,E10,PS4,League of Geeks,League of Geeks,,,0.02,,0.02,0.02,,,0,2018,6
17836,Puzzle City,Puzzle,E,DS,Destineer,eGames/Techfront,,,0.02,,0.02,0.02,,,0,2009,6
17837,Valthirian Arc: Hero School Story,Role-Playing,,PS4,PQube,Agate Studio,,,0.02,,0.02,0.02,,,0,2018,6
17838,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,Action,E10,GBA,Atari,Webfoot Technologies,,,0.02,,0.02,0.01,0.01,,0,2006,6
17839,Guitar Freaks V2 & DrumMania V2,Simulation,,PS2,Konami,Konami,,,0.02,,0.02,,,0.02,,2006,7
17842,Backyard Baseball '09,Sports,E,PS2,Atari,Humongous Entertainment,,,0.02,,0.02,0.01,0.01,,0,2008,9
17843,Hello Kitty Kruisers,Misc,,NS,Rising Star Games,Bergsala Lightweight,,,0.02,,0.02,0.02,,,0,2018,2
17846,Crime Scene,Adventure,M,DS,SouthPeak Interactive,White Birds Productions,8,,0.02,,0.02,,0.02,,0,2010,7
17847,Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,Action,,PSV,Sega,Sega CS3,,,0.02,,0.02,,,0.02,,2018,8
17848,Shaq-Fu: A Legend Reborn,Action,T,PS4,Wired Productions,Big Deez Productions,,,0.02,,0.02,0.02,,,0,2018,6
17849,Pastel Chime Continue,Adventure,,PSP,5pb,Alice Soft,,,0.02,,0.02,,,0.02,,2010,7
17850,Zwei!!,Role-Playing,,PSP,Falcom Corporation,Nihon Falcom Corporation,,,0.02,,0.02,,,0.02,,2008,5
17851,Pump It Up: Exceed,Misc,T,XB,Mastiff,Andamiro U.S.A. Corp.,,,0.02,,0.02,0.01,0,,0,2005,5
17852,Ro-Kyu-Bu! Lost Secret,Misc,,PSP,Kadokawa Shoten,Unknown,,,0.02,,0.02,,,0.02,,2013,10
17853,Shaq-Fu: A Legend Reborn,Action,T,NS,Wired Productions,Big Deez Productions,,,0.02,,0.02,0.02,,,0,2018,2
17854,Chuck E. Cheese's Super Collection,Action,E,Wii,UFO Interactive,UFO Interactive,,,0.02,,0.02,0.02,,,0,2011,6
17855,Malice,Platform,T,PS2,Mud Duck Productions,Argonaut Games,,,0.02,,0.02,0.01,0.01,,0,2004,5
17856,This Is the Police 2,Strategy,M,XOne,THQ Nordic,Weappy Studio,,,0.02,,0.02,0.02,,,0,2018,6
17857,Defendin' De Penguin,Strategy,E,DS,Crave Entertainment,Crave Entertainment,,,0.02,,0.02,0.02,,,0,2008,5
17858,Code: Realize - Shukufuku no Mirai,Adventure,,PSV,Aksys Games,Unknown,,,0.02,,0.02,,,0.02,,2018,8
17859,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing,,PS2,Sega,Sega,,,0.02,,0.02,,,0.02,,2008,9
17860,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing,,PS2,Sega,Sega,,,0.02,,0.02,,,0.02,,2008,9
17861,B-17: Fortress in the Sky,Simulation,E10,DS,DSI Games,Zoo Digital Publishing,,,0.02,,0.02,0.02,0,,0,2007,4
17862,Mahjong * Dream C Club,Misc,,X360,Unknown,Unknown,,,0.02,,0.02,,,0.02,,2007,3
17863,Kokoro Connect: Yochi Random,Misc,,PSP,Namco Bandai Games,Unknown,,,0.02,,0.02,,,0.02,,2012,9
17865,Mystery Tales 2: The Spirit Mask,Puzzle,,DS,Unknown,Easy Interactive,,,0.02,,0.02,,0.02,,0,2011,8
17866,Gear Club Unlimited 2,Racing,E,NS,Microids,Eden Games,,,0.02,,0.02,0.02,,,0,2018,2
17867,Patapon Remastered,Music,E,PS4,Sony Interactive Entertainment,SIE Japan Studio,,,0.02,,0.02,,,0.02,,2017,5
17868,Warship Gunner 2 Portable,Simulation,,PSP,KOEI,Micro Cabin,,,0.02,,0.02,,,0.02,,2009,6
17869,Downtown Nekketsu Jidaigek,Action,,3DS,Arc System Works,Unknown,,,0.02,,0.02,,,0.02,,2015,5
17870,Gal Gun 2,Simulation,M,NS,PQube,Inti Creates,,,0.02,,0.02,0.01,,0.01,0,2018,2
17871,Konoyo no Hate de Koi o Utau Shoujo: Yu-No,Visual Novel,,PSV,5pb,MAGES,,,0.02,,0.02,,,0.02,,2017,7
17873,Monster Hunter Frontier Z: Beginner's Package,Action,,PS4,Capcom,Unknown,,,0.02,,0.02,,,0.02,,2016,4
17874,Battle Princess of Arcadias,Misc,,PS3,NIS America,Unknown,,,0.02,,0.02,,,0.02,,2014,9
17875,New Game! The Challenge Stage!,Adventure,,PSV,5pb,5pb. Inc.,,,0.02,,0.02,,,0.02,,2017,7
17876,PsychicEmotion6,Adventure,,PSV,Idea Factory,Idea Factory,,,0.02,,0.02,,,0.02,,2016,6
17877,Spanish for Everyone!,Puzzle,E,DS,Activision,Humagade,,,0.02,,0.02,0.02,,,0,2007,4
17880,Dragon's Dogma Online: Season 2,Action,,PS3,Capcom,Unknown,,,0.02,,0.02,,,0.02,,2016,11
17881,Professional Farmer 2016,Action,,PS4,Namco Bandai Games,Unknown,,,0.02,,0.02,,0.02,,0,2015,3
